YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2013,2017,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,18355,18355,,,,,Gender,Male,,,,,POINT (-72.08269067499964 42.27687047000046),,25,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,18814,18814,,,,,Gender,Male,,,,,POINT (-72.08269067499964 42.27687047000046),,25,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2009,2013,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,54685,54685,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2013,2017,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,355,355,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-84.71439026999968 44.6613195430005),,26,CAN,CAN4_1,AVGANNNMBR,RACE,AIAO,,,,
2008,2012,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,27519,27519,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2011,2015,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,14136,14136,,,,,Gender,Female,,,,,POINT (-94.79420050299967 46.35564873600049),,27,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2008,2012,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,16348,16348,,,,,Gender,Male,,,,,POINT (-92.56630005299968 38.635790776000476),,29,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2009,2013,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Age-adjusted Rate,518.9,518.9,,,515.3,522.5,Gender,Male,,,,,POINT (-92.56630005299968 38.635790776000476),,29,CAN,CAN4_1,AVGANNAGEADJRATE,GENDER,GENM,,,,
2008,2012,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,66,66,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-89.53803082499968 32.745510099000455),,28,CAN,CAN4_1,AVGANNNMBR,RACE,APIO,,,,
2009,2013,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,7147,7147,,,,,Gender,Female,,,,,POINT (-89.53803082499968 32.745510099000455),,28,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,90,90,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),,28,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2012,2016,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,8601,8601,,,,,Gender,Male,,,,,POINT (-89.53803082499968 32.745510099000455),,28,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2013,2017,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,7652,7652,,,,,Gender,Female,,,,,POINT (-89.53803082499968 32.745510099000455),,28,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2015,2019,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,115,115,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),,28,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2011,2015,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,1760,1760,,,,,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2015,2019,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,3615,3615,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN4_1,AVGANNNMBR,RACE,WHT,,,,
2013,2017,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,4175,4175,,,,,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2015,2019,NJ,New Jersey,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,25787,25787,,,,,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2009,2013,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,140,140,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN4_1,AVGANNNMBR,RACE,BLK,,,,
2010,2014,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,4531,4531,,,,,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,9104,9104,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2013,2017,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,9338,9338,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2014,2018,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,3269,3269,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2012,2016,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,10232,10232,,,,,Gender,Male,,,,,POINT (-97.52107021399968 35.47203135600046),,40,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,22327,22327,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2008,2012,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,307,307,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2010,2014,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,6298,6298,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2011,2015,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,6348,6348,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2013,2017,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,3079,3079,,,,,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2014,2018,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,6386,6386,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2008,2012,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,2064,2064,,,,,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2008,2012,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,21,21,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2014,2018,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,2499,2499,,,,,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2008,2012,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,303,303,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-85.77449091399967 35.68094058000048),,47,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2012,2016,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,242,242,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-85.77449091399967 35.68094058000048),,47,CAN,CAN4_1,AVGANNNMBR,RACE,APIO,,,,
2013,2017,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,31233,31233,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,CAN,CAN4_1,AVGANNNMBR,RACE,WHT,,,,
2014,2018,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,19626,19626,,,,,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Average Annual Crude Rate,610.4,610.4,,,606.6,614.2,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,CAN,CAN4_1,AVGANNCRDRATE,GENDER,GENM,,,,
2012,2016,US,United States,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,166474,1664744,,,,,Overall,Overall,,,,,,,59,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2008,2012,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,1867,1867,,,,,Gender,Male,,,,,POINT (-72.51764079099962 43.62538123900049),,50,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2008,2012,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,17667,17667,,,,,Gender,Male,,,,,POINT (-120.47001078999972 47.52227862900048),,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2009,2013,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,17255,17255,,,,,Gender,Female,,,,,POINT (-120.47001078999972 47.52227862900048),,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2011,2015,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,1330,1330,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-120.47001078999972 47.52227862900048),,53,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2012,2016,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,18123,18123,,,,,Gender,Male,,,,,POINT (-120.47001078999972 47.52227862900048),,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2014,2018,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,1559,1559,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-120.47001078999972 47.52227862900048),,53,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2015,2019,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,19049,19049,,,,,Gender,Male,,,,,POINT (-120.47001078999972 47.52227862900048),,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2009,2013,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,15217,15217,,,,,Gender,Female,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,15476,15476,,,,,Gender,Female,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF,,,,
2011,2015,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,553,553,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2012,2016,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,571,571,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2015,2019,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,705,705,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN4_1,AVGANNNMBR,RACE,HIS,,,,
2010,2014,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,6027,6027,,,,,Gender,Male,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,6064,6064,,,,,Gender,Male,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM,,,,
2014,2018,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,,Average Annual Number,12120,12120,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR,,,,
2015,2019,IA,Iowa,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,58,58,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),,19,CAN,CAN4_2,AVGANNNMBR,RACE,HIS,,,,
2008,2012,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,1159,1159,,,,,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,CAN,CAN4_2,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,IL,Illinois,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,173.3,173.3,,,172.3,174.3,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,
2008,2012,KS,Kansas,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,199.9,199.9,,,196.6,203.2,Gender,Male,,,,,POINT (-98.20078122699965 38.34774030000045),,20,CAN,CAN4_2,AVGANNCRDRATE,GENDER,GENM,,,,
2013,2017,MA,Massachusetts,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,6508,6508,,,,,Gender,Male,,,,,POINT (-72.08269067499964 42.27687047000046),,25,CAN,CAN4_2,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,NC,North Carolina,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,198,198,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-79.15925046299964 35.466220975000454),,37,CAN,CAN4_2,AVGANNNMBR,RACE,AIAO,,,,
2015,2019,PA,Pennsylvania,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,14671,14671,,,,,Gender,Male,,,,,POINT (-77.86070029399963 40.79373015200048),,42,CAN,CAN4_2,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,US,United States,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,598373,598373,,,,,Overall,Overall,,,,,,,59,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,
2009,2013,UT,Utah,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,2792,2792,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,
2012,2016,UT,Utah,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,3021,3021,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,
2010,2014,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,4750,4750,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,
2011,2015,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,7,7,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_2,AVGANNNMBR,RACE,HIS,,,,
2012,2016,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,266,266,,,262.5,269.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_2,AVGANNCRDRATE,RACE,WHT,,,,
2013,2017,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,8,8,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_2,AVGANNNMBR,RACE,HIS,,,,
2014,2018,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,218.4,218.4,,,214.5,222.4,Gender,Male,,,,,POINT (-80.71264013499967 38.66551020200046),,54,CAN,CAN4_2,AVGANNAGEADJRATE,GENDER,GENM,,,,
2008,2012,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Crude Rate,46.9,46.9,,,34.3,62.5,Race/Ethnicity,Hispanic,,,,,POINT (-147.72205903599973 64.84507995700051),,2,CAN,CAN5_1,AVGANNCRDRATE,RACE,HIS,,,,
2010,2014,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,11,11,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-147.72205903599973 64.84507995700051),,2,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2014,2018,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,435,435,,,,,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2009,2013,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,23,23,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-86.63186076199969 32.84057112200048),,1,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2010,2014,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,3579,3579,,,,,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2011,2015,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Crude Rate,147.2,147.2,,,145.1,149.4,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,CAN,CAN5_1,AVGANNCRDRATE,GENDER,GENF,,,,
2013,2017,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,31,31,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-86.63186076199969 32.84057112200048),,1,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2014,2018,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-86.63186076199969 32.84057112200048),,1,CAN,CAN5_1,AVGANNNMBR,GENDER,GENM,,,,
2012,2016,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,46,46,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.27449074299966 34.74865012400045),,5,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2015,2019,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,2314,2314,,,,,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2012,2016,AZ,Arizona,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,4670,4670,,,,,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2015,2019,AZ,Arizona,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,5017,5017,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR,,,,
2015,2019,CA,California,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,27224,27224,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR,,,,
2015,2019,DC,District of Columbia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,494,494,,,,,Gender,Female,,,,,POINT (-77.036871 38.907192),,11,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2008,2012,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,14763,14763,,,,,Gender,Female,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2009,2013,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,15093,15093,,,,,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR,,,,
2012,2016,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,16467,16467,,,,,Gender,Female,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2014,2018,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,2953,2953,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2015,2019,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,335,335,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN5_1,AVGANNNMBR,RACE,APIO,,,,
2009,2013,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,6607,6607,,,,,Gender,Female,,,,,POINT (-83.62758034599966 32.83968109300048),,13,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF,,,,
2009,2013,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,156,156,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-83.62758034599966 32.83968109300048),,13,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2011,2015,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,204,204,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-83.62758034599966 32.83968109300048),,13,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2014,2018,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,272,272,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-83.62758034599966 32.83968109300048),,13,CAN,CAN5_1,AVGANNNMBR,RACE,HIS,,,,
2009,2013,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,10,10,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,CAN,CAN5_1,AVGANNNMBR,RACE,BLK,,,,
2010,2014,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,"per 100,000",Average Annual Crude Rate,163.4,163.4,,,159.1,167.7,Gender,Female,,,,,POINT (-157.85774940299973 21.304850435000446),,15,CAN,CAN5_1,AVGANNCRDRATE,GENDER,GENF,,,,
2012,2016,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,852,852,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-157.85774940299973 21.304850435000446),,15,CAN,CAN5_1,AVGANNNMBR,RACE,APIO,,,,
2014,2018,ND,North Dakota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,5,5,,,,,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
